61000.00,93.15,287.64,-0.00,70119.84,70119.84,473.49;
61000.00,93.18,287.72,-0.00,71830.16,71830.16,473.56;
61000.00,93.21,287.81,-0.00,73540.02,73540.02,473.63;
61000.00,93.23,287.89,-0.00,75250.34,75250.34,473.70;
61000.00,93.26,287.98,-0.00,76960.66,76960.66,473.78;
61000.00,93.29,288.07,-0.00,78670.51,78670.51,473.85;
61000.00,93.32,288.15,-0.00,80380.83,80380.83,473.92;
61000.00,93.35,288.24,-0.00,82091.15,82091.15,473.99;
61000.00,93.37,288.33,-0.00,83801.47,83801.47,474.06;
61000.00,93.40,288.41,-0.00,85511.79,85511.79,474.13;
61000.00,93.43,288.50,-0.00,87221.64,87221.64,474.20;
61000.00,93.46,288.59,-0.00,88931.96,88931.96,474.27;
61000.00,93.49,288.67,-0.00,90642.74,90642.74,474.34;
61000.00,93.51,288.76,-0.00,92352.60,92352.60,474.42;
61000.00,93.54,288.85,-0.00,94062.92,94062.92,474.49;
61000.00,93.57,288.93,-0.00,95773.24,95773.24,474.56;
61000.00,93.60,289.02,-0.00,97483.56,97483.56,474.63;
61000.00,93.63,289.11,-0.00,99193.88,99193.88,474.70;
61000.00,93.65,289.19,-0.00,100903.73,100903.73,474.77;
61000.00,93.68,289.28,-0.00,102614.05,102614.05,474.84;
61000.00,93.71,289.37,-0.00,104324.38,104324.38,474.91;
61000.00,93.74,289.45,-0.00,106034.23,106034.23,474.98;
61000.00,93.77,289.54,-0.00,107744.55,107744.55,475.06;
61000.00,93.79,289.63,-0.00,109454.87,109454.87,475.13;
61000.00,93.82,289.71,-0.00,111165.19,111165.19,475.20;
61000.00,93.85,289.80,-0.00,112875.50,112875.50,475.27;
61000.00,93.88,289.89,-0.00,114585.82,114585.82,475.34;
61000.00,93.91,289.97,-0.00,116296.14,116296.14,475.41;
61000.00,93.93,290.06,-0.00,118006.46,118006.46,475.48;
61000.00,93.96,290.14,-0.00,119716.31,119716.31,475.55;
61000.00,93.99,290.23,-0.00,121426.63,121426.63,475.62;
61000.00,94.02,290.32,-0.00,123136.95,123136.95,475.69;
61000.00,94.05,290.40,-0.00,124847.27,124847.27,475.76;
61000.00,94.07,290.49,-0.00,126557.59,126557.59,475.84;
61000.00,94.10,290.58,-0.00,128267.45,128267.45,475.91;
61000.00,94.13,290.66,-0.00,129977.77,129977.77,475.98;
61000.00,94.16,290.75,-0.00,131688.09,131688.09,476.05;
61000.00,94.19,290.84,-0.00,133397.94,133397.94,476.12;
61000.00,94.21,290.92,-0.00,135108.27,135108.27,476.19;
61000.00,94.24,291.01,-0.00,136818.58,136818.58,476.26;
61000.00,94.27,291.10,-0.00,138528.91,138528.91,476.33;
61000.00,94.30,291.18,-0.00,140239.22,140239.22,476.40;
61000.00,94.33,291.27,-0.00,141949.55,141949.55,476.47;
61000.00,94.36,291.36,-0.00,143659.86,143659.86,476.54;
61000.00,94.38,291.44,-0.00,145370.17,145370.17,476.61;
61000.00,94.41,291.53,-0.00,147080.03,147080.03,476.69;
61000.00,94.44,291.62,-0.00,148790.36,148790.36,476.76;
61000.00,94.47,291.70,-0.00,150500.67,150500.67,476.83;
61000.00,94.50,291.79,-0.00,152210.98,152210.98,476.90;
61000.00,94.52,291.88,-0.00,153921.31,153921.31,476.97;
61000.00,94.55,291.96,-0.00,155631.17,155631.17,477.04;
61000.00,94.58,292.05,-0.00,157341.48,157341.48,477.11;
61000.00,94.61,292.14,-0.00,159051.80,159051.80,477.18;
61000.00,94.64,292.22,-0.00,160761.66,160761.66,477.25;
61000.00,94.66,292.31,-0.00,162471.98,162471.98,477.32;
61000.00,94.69,292.40,-0.00,164182.30,164182.30,477.39;
61000.00,94.72,292.48,-0.00,165892.61,165892.61,477.46;
61000.00,94.75,292.57,-0.00,167603.41,167603.41,477.53;
61000.00,94.78,292.65,-0.00,169313.25,169313.25,477.60;
61000.00,94.80,292.74,-0.00,171023.58,171023.58,477.68;
61000.00,94.83,292.83,-0.00,172733.89,172733.89,477.75;
61000.00,94.86,292.91,-0.00,174443.75,174443.75,477.82;
61000.00,94.89,293.00,-0.00,176154.06,176154.06,477.89;
61000.00,94.92,293.09,-0.00,177864.39,177864.39,477.96;
61000.00,94.94,293.17,-0.00,179574.70,179574.70,478.03;
61000.00,94.97,293.26,-0.00,181285.03,181285.03,478.10;
61000.00,95.00,293.35,-0.00,182994.88,182994.88,478.17;
61000.00,95.03,293.43,-0.00,184705.20,184705.20,478.24;
61000.00,95.06,293.52,-0.00,186415.52,186415.52,478.31;
61000.00,95.08,293.61,-0.00,188125.38,188125.38,478.38;
61000.00,95.11,293.69,-0.00,189835.69,189835.69,478.45;
61000.00,95.14,293.78,-0.00,191546.02,191546.02,478.52;
61000.00,95.17,293.87,-0.00,193256.80,193256.80,478.59;
61000.00,95.20,293.95,-0.00,194967.13,194967.13,478.66;
61000.00,95.22,294.04,-0.00,196676.97,196676.97,478.73;
61000.00,95.25,294.13,-0.00,198387.30,198387.30,478.80;
61000.00,95.28,294.21,-0.00,200097.61,200097.61,478.87;
61000.00,95.31,294.30,-0.00,201807.47,201807.47,478.94;
61000.00,95.34,294.39,-0.00,203517.78,203517.78,479.01;
61000.00,95.36,294.47,-0.00,205228.11,205228.11,479.09;
61000.00,95.39,294.56,-0.00,206938.42,206938.42,479.16;
61000.00,95.42,294.65,-0.00,208648.75,208648.75,479.23;
61000.00,95.45,294.73,-0.00,210358.59,210358.59,479.30;
61000.00,95.48,294.82,-0.00,212068.92,212068.92,479.37;
61000.00,95.50,294.91,-0.00,213779.23,213779.23,479.44;
61000.00,95.53,294.99,-0.00,215489.09,215489.09,479.51;
61000.00,95.56,295.08,-0.00,217199.88,217199.88,479.58;
61000.00,95.59,295.16,-0.00,218910.19,218910.19,479.65;
61000.00,95.62,295.25,-0.00,220620.52,220620.52,479.72;
61000.00,95.64,295.34,-0.00,222330.83,222330.83,479.79;
61000.00,95.67,295.42,-0.00,224040.69,224040.69,479.86;
61000.00,95.70,295.51,-0.00,225751.00,225751.00,479.93;
61000.00,95.73,295.60,-0.00,227461.33,227461.33,480.00;
61000.00,95.76,295.68,-0.00,229171.19,229171.19,480.07;
61000.00,95.78,295.77,-0.00,230881.50,230881.50,480.14;
61000.00,95.81,295.86,-0.00,232591.81,232591.81,480.21;
61000.00,95.84,295.94,-0.00,234302.14,234302.14,480.28;
61000.00,95.87,296.03,-0.00,236012.45,236012.45,480.35;
61000.00,95.90,296.12,-0.00,237722.31,237722.31,480.42;
61000.00,95.93,296.20,-0.00,239432.63,239432.63,480.49;
61000.00,95.95,296.29,-0.00,241142.95,241142.95,480.56;
61000.00,95.98,296.38,-0.00,242853.27,242853.27,480.63;
61000.00,96.01,296.46,-0.00,244563.59,244563.59,480.70;
61000.00,96.04,296.55,-0.00,246273.91,246273.91,480.77;
61000.00,96.07,296.64,-0.00,247984.23,247984.23,480.84;
61000.00,96.09,296.72,-0.00,249694.55,249694.55,480.91;
61000.00,96.12,296.81,-0.00,251404.41,251404.41,480.98;
61000.00,96.15,296.90,-0.00,253114.72,253114.72,481.05;
61000.00,96.18,296.98,-0.00,254825.05,254825.05,481.12;
61000.00,96.21,297.07,-0.00,256534.89,256534.89,481.19;
61000.00,96.23,297.16,-0.00,258245.22,258245.22,481.26;
61000.00,96.26,297.24,-0.00,259955.53,259955.53,481.33;
61000.00,96.29,297.33,-0.00,261665.86,261665.86,481.40;
61000.00,96.32,297.41,-0.00,263376.19,263376.19,481.47;
61000.00,96.35,297.50,-0.00,265086.03,265086.03,481.54;
61000.00,96.37,297.59,-0.00,266796.34,266796.34,481.61;
61000.00,96.40,297.67,-0.00,268506.66,268506.66,481.68;
61000.00,96.43,297.76,-0.00,270217.00,270217.00,481.75;
61000.00,96.46,297.85,-0.00,271927.31,271927.31,481.82;
61000.00,96.49,297.93,-0.00,273637.63,273637.63,481.89;
61000.00,96.51,298.02,-0.00,275347.94,275347.94,481.96;
61000.00,96.54,298.11,-0.00,277058.28,277058.28,482.03;
61000.00,96.57,298.19,-0.00,278768.13,278768.13,482.10;
61000.00,96.60,298.28,-0.00,280478.44,280478.44,482.17;
61000.00,96.63,298.37,-0.00,282188.75,282188.75,482.24;
61000.00,96.65,298.45,-0.00,283898.63,283898.63,482.31;
61000.00,96.68,298.54,-0.00,285608.94,285608.94,482.38;
61000.00,96.71,298.63,-0.00,287319.25,287319.25,482.45;
61000.00,96.74,298.71,-0.00,289029.56,289029.56,482.52;
61000.00,96.77,298.80,-0.00,290739.91,290739.91,482.59;
61000.00,96.79,298.89,-0.00,292449.75,292449.75,482.66;
61000.00,96.82,298.97,-0.00,294160.53,294160.53,482.73;
61000.00,96.85,299.06,-0.00,295870.84,295870.84,482.80;
61000.00,96.88,299.15,-0.00,297580.72,297580.72,482.87;
61000.00,96.91,299.23,-0.00,299291.03,299291.03,482.94;
61000.00,96.93,299.32,-0.00,301001.34,301001.34,483.01;
61000.00,96.96,299.41,-0.00,302711.66,302711.66,483.08;
61000.00,96.99,299.49,-0.00,304421.97,304421.97,483.15;
61000.00,97.02,299.58,-0.00,306131.84,306131.84,483.22;
61000.00,97.05,299.67,-0.00,307842.16,307842.16,483.29;
61000.00,97.07,299.75,-0.00,309552.47,309552.47,483.36;
61000.00,97.10,299.84,-0.00,311262.34,311262.34,483.43;
61000.00,97.13,299.92,-0.00,312972.66,312972.66,483.50;
61000.00,97.16,300.01,-0.00,314682.97,314682.97,483.57;
